run_id,phase,reading_index,timestamp_ms,value,expected_state,detected_state,policy_reason,json_event_emitted,event_id,rgb_observation,buzzer_observation,correct,notes
run_01,covered,10,,4064,low_light,low_light,suppressed_same_anomaly,false,,red,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_01,covered,11,20815,4080,low_light,low_light,cooldown_repeat,true,2,red,short tone,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_01,covered,12,,4064,low_light,low_light,suppressed_same_anomaly,false,,red,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_01,ambient recovery,1,,20148,normal,sudden_rise,recovered,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_01,ambient recovery,2,,20148,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_01,ambient recovery,3,,20132,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_01,ambient recovery,4,,20084,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_01,ambient recovery,5,,20004,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_01,ambient recovery,6,,20004,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_01,ambient recovery,7,,20180,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_01,ambient recovery,8,,20116,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_01,ambient recovery,9,,20132,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_01,ambient recovery,10,,20116,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_01,ambient recovery,11,,20132,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_01,ambient recovery,12,,20132,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_01,phone flashlight,1,37127,36985,high_light,high_light,entered_anomaly,true,3,blue,short tone,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_01,phone flashlight,2,,37017,high_light,high_light,suppressed_same_anomaly,false,,blue,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_01,phone flashlight,3,,37049,high_light,high_light,suppressed_same_anomaly,false,,blue,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_01,phone flashlight,4,,37113,high_light,high_light,suppressed_same_anomaly,false,,blue,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_01,phone flashlight,5,,37145,high_light,high_light,suppressed_same_anomaly,false,,blue,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_01,phone flashlight,6,,37161,high_light,high_light,suppressed_same_anomaly,false,,blue,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_01,phone flashlight,7,,37209,high_light,high_light,suppressed_same_anomaly,false,,blue,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_01,phone flashlight,8,,37257,high_light,high_light,suppressed_same_anomaly,false,,blue,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_01,phone flashlight,9,,37273,high_light,high_light,suppressed_same_anomaly,false,,blue,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_01,phone flashlight,10,,37305,high_light,high_light,suppressed_same_anomaly,false,,blue,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_01,phone flashlight,11,42396,37321,high_light,high_light,cooldown_repeat,true,4,blue,short tone,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_01,phone flashlight,12,,37321,high_light,high_light,suppressed_same_anomaly,false,,blue,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_01,final ambient recovery,1,,20068,normal,sudden_drop,recovered,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_01,final ambient recovery,2,,20052,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_01,final ambient recovery,3,,19940,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_01,final ambient recovery,4,,19860,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_01,final ambient recovery,5,,19876,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_01,final ambient recovery,6,,19876,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_01,final ambient recovery,7,,19700,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_01,final ambient recovery,8,,19700,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_01,final ambient recovery,9,,19716,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_01,final ambient recovery,10,,19492,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_01,final ambient recovery,11,,19412,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_01,final ambient recovery,12,,19460,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,ambient,1,,16852,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,ambient,2,,16868,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,ambient,3,,16852,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,ambient,4,,16852,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,ambient,5,,16852,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,ambient,6,,16868,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,ambient,7,,16596,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,ambient,8,,16147,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,ambient,9,,16676,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,ambient,10,,16756,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,ambient,11,,16804,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,ambient,12,,16836,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,covered,1,15547,1760,low_light,low_light,entered_anomaly,true,1,red,short tone,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,covered,2,,3232,low_light,low_light,suppressed_same_anomaly,false,,red,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,covered,3,,3136,low_light,low_light,suppressed_same_anomaly,false,,red,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,covered,4,,3056,low_light,low_light,suppressed_same_anomaly,false,,red,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,covered,5,,3056,low_light,low_light,suppressed_same_anomaly,false,,red,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,covered,6,,3104,low_light,low_light,suppressed_same_anomaly,false,,red,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,covered,7,,3120,low_light,low_light,suppressed_same_anomaly,false,,red,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,covered,8,,3056,low_light,low_light,suppressed_same_anomaly,false,,red,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,covered,9,,3104,low_light,low_light,suppressed_same_anomaly,false,,red,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,covered,10,,3104,low_light,low_light,suppressed_same_anomaly,false,,red,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,covered,11,20815,3056,low_light,low_light,cooldown_repeat,true,2,red,short tone,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,covered,12,,3104,low_light,low_light,suppressed_same_anomaly,false,,red,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,ambient recovery,1,,16564,normal,sudden_rise,recovered,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,ambient recovery,2,,16596,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,ambient recovery,3,,16580,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,ambient recovery,4,,16612,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,ambient recovery,5,,16612,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,ambient recovery,6,,16596,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,ambient recovery,7,,16628,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,ambient recovery,8,,16660,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,ambient recovery,9,,16660,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,ambient recovery,10,,16628,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,ambient recovery,11,,16628,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,ambient recovery,12,,16644,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,phone flashlight,1,37127,38937,high_light,high_light,entered_anomaly,true,3,blue,short tone,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,phone flashlight,2,,39065,high_light,high_light,suppressed_same_anomaly,false,,blue,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,phone flashlight,3,,38921,high_light,high_light,suppressed_same_anomaly,false,,blue,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,phone flashlight,4,,38857,high_light,high_light,suppressed_same_anomaly,false,,blue,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,phone flashlight,5,,38857,high_light,high_light,suppressed_same_anomaly,false,,blue,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,phone flashlight,6,,38457,high_light,high_light,suppressed_same_anomaly,false,,blue,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,phone flashlight,7,,38361,high_light,high_light,suppressed_same_anomaly,false,,blue,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,phone flashlight,8,,38521,high_light,high_light,suppressed_same_anomaly,false,,blue,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,phone flashlight,9,,37593,high_light,high_light,suppressed_same_anomaly,false,,blue,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,phone flashlight,10,,41594,high_light,high_light,suppressed_same_anomaly,false,,blue,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,phone flashlight,11,42396,41578,high_light,high_light,cooldown_repeat,true,4,blue,short tone,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,phone flashlight,12,,36312,high_light,high_light,suppressed_same_anomaly,false,,blue,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,final ambient recovery,1,,16820,normal,sudden_drop,recovered,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,final ambient recovery,2,,16852,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,final ambient recovery,3,,16868,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,final ambient recovery,4,,16900,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,final ambient recovery,5,,16932,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,final ambient recovery,6,,16948,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,final ambient recovery,7,,16964,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,final ambient recovery,8,,16980,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,final ambient recovery,9,,16948,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,final ambient recovery,10,,16932,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,final ambient recovery,11,,16964,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
run_02,final ambient recovery,12,,16980,normal,normal,normal,false,,green,off,true,Phase-level physical observation supplied manually by the operator; event association follows an immediately subsequent JSON line.
